Year,YearCode,Country Name,Country Code,"Health expenditure per capita, PPP (constant 2005 international $)","GDP per capita, PPP (constant 2005 international $)",GDP growth (annual %),"Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)","Mortality rate, under-5 (per 1,000 live births)","Population, total"
2010,YR2010,Ethiopia,ETH,50.04195243,887.8607859,9.937345319,58.71509756,54,81.5,87095281
2010,YR2010,Faeroe Islands,FRO,,,,81.4804878,,,49581
2010,YR2010,Fiji,FJI,193.5119876,4155.013915,-0.181456768,69.22582927,14.7,17.1,860559
2010,YR2010,Finland,FIN,3252.466879,31309.9037,3.324179985,79.87073171,2.4,3,5363352
2010,YR2010,France,FRA,3997.239726,29521.68133,1.724854544,81.36829268,3.5,4.2,65031235
2010,YR2010,French Polynesia,PYF,,,,75.07687805,,,268065
2010,YR2010,Gabon,GAB,531.7987558,12810.80736,6.7,62.28668293,50.4,67.4,1556222
2010,YR2010,"Gambia, The",GMB,89.88886462,1763.779946,6.526297444,58.16002439,58.3,102.6,1680640
2010,YR2010,Georgia,GEO,524.3181651,4545.903468,6.253027581,73.32734146,19.2,21.5,4452800
2010,YR2010,Germany,DEU,4341.651161,33565.05764,4.157740993,79.98780488,3.4,4.1,81776930
2010,YR2010,Ghana,GHA,85.24605794,1486.336932,8.008593191,63.83726829,53,79.6,24262901
2010,YR2010,Greece,GRC,3068.952129,23998.69414,-4.943155039,80.38780488,3.9,4.6,11307502
2010,YR2010,Greenland,GRL,,,,70.23902439,,,56905
2010,YR2010,Grenada,GRD,631.6432017,9389.831669,-0.352290055,75.66043902,10.5,13.1,104677
2010,YR2010,Guam,GUM,,,,75.99426829,,,159440
2010,YR2010,Guatemala,GTM,326.8051432,4310.74743,2.909964231,70.82541463,25.2,31.6,14341576
2010,YR2010,Guinea,GIN,67.31714195,897.9452165,1.936217423,53.63858537,81.2,129.8,10876033
2010,YR2010,Guinea-Bissau,GNB,81.86475921,1034.950348,1.718401556,47.70065854,98.6,161.7,1586624
2010,YR2010,Guyana,GUY,193.9139702,2682.106978,4.370869417,69.54914634,30.3,37,786126
2010,YR2010,Haiti,HTI,75.5870183,1002.139874,-5.416012559,61.763,67.5,160.7,9896400
2010,YR2010,Honduras,HND,340.0420847,3509.145063,2.772594458,72.82592683,18.9,22.2,7621204
2010,YR2010,"Hong Kong SAR, China",HKG,,42848.02138,6.793283695,82.97804878,,,7024200
2010,YR2010,Hungary,HUN,1601.301801,16958.29498,1.258152876,74.20731707,5.7,6.6,10000023
2010,YR2010,Iceland,ISL,3230.46476,32754.2372,-4.098174847,81.89756098,1.8,2.6,318041
2010,YR2010,India,IND,126.3851723,3121.615618,10.546392,65.13134146,48.6,63.4,1205624648
2010,YR2010,Indonesia,IDN,122.8035339,3873.133874,6.223852323,68.88965854,25.8,33.3,240676485
2010,YR2010,"Iran, Islamic Rep.",IRN,796.9649087,,,72.75185366,22.1,26.2,74462314
2010,YR2010,Iraq,IRQ,345.5225145,3270.348463,5.85718776,68.48604878,31.4,38.6,30962380
2010,YR2010,Ireland,IRL,3719.5139,36817.60174,-0.766234434,80.89512195,3.4,4.1,4474356
2010,YR2010,Isle of Man,IMY,,,,,,,83992
2010,YR2010,Israel,ISR,2040.721446,25994.53786,4.845925338,81.60243902,3.7,4.5,7623600
2010,YR2010,Italy,ITA,3046.454339,27059.09551,1.723288452,81.73658537,3.3,3.9,60483385
2010,YR2010,Jamaica,JAM,396.9357331,,-1.5,72.84712195,16.3,19,2701200
2010,YR2010,Japan,JPN,3120.397115,31029.74657,4.652111856,82.84268293,2.4,3.2,127450459
2010,YR2010,Jordan,JOR,493.3101231,5250.364854,2.307055764,73.28965854,18.4,21.1,6046000
2010,YR2010,Kazakhstan,KAZ,527.7098945,10915.66313,7.299999999,68.29536585,25.8,29.2,16323287
2010,YR2010,Kenya,KEN,72.10084103,1471.083459,5.764902975,56.49707317,50.1,76.1,40909194
2010,YR2010,Kiribati,KIR,262.0716349,2096.369433,1.4,,38.6,48.7,97743
2010,YR2010,"Korea, Dem. Rep.",PRK,,,,68.53214634,26.3,33.2,24500520
2010,YR2010,"Korea, Rep.",KOR,2035.402338,26774.03745,6.320254036,80.56585366,4.2,4.9,49410000
2010,YR2010,Kosovo,KSV,,,3.9,69.88439024,,,1775680
2010,YR2010,Kuwait,KWT,1132.535084,41736.19112,3.41,74.60473171,9.4,11,2991580
2010,YR2010,Kyrgyz Republic,KGZ,151.5521546,2026.370671,-0.471566603,69.3,27.9,31.7,5447900
2010,YR2010,Lao PDR,LAO,67.16375616,2242.122019,8.526905517,67.064,35.2,43.9,6395713
2010,YR2010,Latvia,LVA,1157.440809,12948.32867,-0.343503564,73.48292683,7.6,8.9,2239008
2010,YR2010,Lebanon,LBN,871.7069843,12288.82793,7,72.4087561,8.5,9.9,4341092
2010,YR2010,Lesotho,LSO,183.7825753,1602.041061,7.868952848,47.36507317,67.2,93,2008921
2010,YR2010,Liberia,LBR,88.04202526,492.5599045,10.9425022,56.14758537,61.2,83.1,3957990
2010,YR2010,Libya,LBY,572.6940585,,,74.75312195,13.5,17,6040612
2010,YR2010,Liechtenstein,LIE,,,,,1.8,2.1,36120
2010,YR2010,Lithuania,LTU,1285.54331,15534.48888,1.330192805,73.26829268,5.1,6.2,3286820
2010,YR2010,Luxembourg,LUX,6711.87253,68678.55001,2.914964435,80.63170732,2.4,3.3,506953
2010,YR2010,"Macao SAR, China",MAC,,58817.30709,27.49864978,80.77531707,,,534626
2010,YR2010,"Macedonia, FYR",MKD,758.4508194,9104.296972,2.893290982,74.61885366,9.2,10.2,2102216
2010,YR2010,Madagascar,MDG,34.55215344,849.1192449,0.528013582,66.46707317,44.3,64.3,21079532
2010,YR2010,Malawi,MWI,74.10285693,774.4999469,6.533362436,53.46263415,56.1,89,15013694
2010,YR2010,Malaysia,MYS,644.5154091,13766.5235,7.153845543,74.02456098,5.8,6.8,28275835
2010,YR2010,Maldives,MDV,510.1330895,7338.726985,7.058757632,76.55141463,10.6,12.4,325694
2010,YR2010,Mali,MLI,69.10801914,1095.119233,5.819314829,50.95482927,99.6,178.9,13985961
2010,YR2010,Malta,MLT,2290.077171,22696.83303,2.711745796,80.94878049,5.1,6.1,415995
2010,YR2010,Marshall Islands,MHL,374.3345177,,5.202210104,,23.2,27.7,52428
2010,YR2010,Mauritania,MRT,137.9317531,2110.187532,5.083128031,58.21695122,75.9,112.9,3609420
2010,YR2010,Mauritius,MUS,835.464165,12702.13567,7.683107726,72.96731707,13,15.2,1280924
2010,YR2010,Mexico,MEX,961.8269706,11979.41757,5.281144524,76.68378049,14.1,16.6,117886404
2010,YR2010,"Micronesia, Fed. Sts.",FSM,452.544644,3178.137889,2.530561756,68.76482927,33.9,42,103619
2010,YR2010,Moldova,MDA,361.8724489,2793.380334,7.094071762,68.90370732,14.3,16.6,3562062
2010,YR2010,Monaco,MCO,5914.630942,,,,3.3,4,36845
2010,YR2010,Mongolia,MNG,221.3903499,3677.980549,6.365161685,68.19497561,27.3,33,2712738
2010,YR2010,Montenegro,MNE,1153.908767,10343.65932,2.5,74.31109756,6.8,7.6,620078
2010,YR2010,Morocco,MAR,279.2316781,4268.026114,3.642974764,71.86463415,29.4,34.3,31642360
2010,YR2010,Mozambique,MOZ,57.30229215,805.058458,7.084660132,49.69692683,75.7,108.4,23967265
2010,YR2010,Myanmar,MMR,26.00175667,,,64.66209756,49.3,64.5,51931231
2010,YR2010,Namibia,NAM,360.0026758,6074.311605,5.964502199,62.07009756,31.8,45.9,2178967
2010,YR2010,Nepal,NPL,60.60335536,1204.466369,4.8164,68.39482927,40.6,50.3,26846016
2010,YR2010,Netherlands,NLD,5111.66616,36925.1819,1.629205176,80.70243902,3.5,4.2,16615394
2010,YR2010,New Caledonia,NCL,,,,76.30168293,,,249992
2010,YR2010,New Zealand,NZL,2992.397084,25051.16362,0.236521891,80.70243902,4.8,6,4367800
2010,YR2010,Nicaragua,NIC,275.5021264,3255.617613,3.622685367,73.72921951,22.7,27,5822209
2010,YR2010,Niger,NER,36.00459376,543.8016082,-7.962843867,54.26563415,68.5,130.9,15893746
2010,YR2010,Nigeria,NGA,128.0002097,2119.637281,7.976074956,51.41002439,80.8,129.2,159707780
2010,YR2010,Northern Mariana Islands,MNP,,,,,,,53860
2010,YR2010,Norway,NOR,5390.552048,46773.90317,0.478112087,80.99756098,2.7,3.2,4889252
2010,YR2010,Oman,OMN,590.6067142,24380.83722,4,73.12460976,7.900001,9.4,2802768
2010,YR2010,Pakistan,PAK,74.77600956,2403.170398,3.546805378,65.19885366,60.4,73.7,173149306
2010,YR2010,Palau,PLW,1605.324909,14830.97304,-0.762522977,,15,19.1,20470
2010,YR2010,Panama,PAN,1220.809036,12066.98724,7.452205407,75.9742439,17.1,20,3678128
2010,YR2010,Papua New Guinea,PNG,101.0110426,2217.108837,8,62.44060976,46,59.5,6858945
2010,YR2010,Paraguay,PRY,493.3577378,5312.810884,13.09300152,72.277,19.9,23.4,6459721
2010,YR2010,Peru,PER,463.3447672,8503.867568,8.794749774,73.76497561,15.1,19.4,29262830
2010,YR2010,Philippines,PHL,163.8618387,3553.502243,7.632263915,68.48431707,21,26.4,93444322
2010,YR2010,Poland,POL,1377.358149,17343.74004,3.9,76.24634146,5.2,6.1,38183683
2010,YR2010,Portugal,PRT,2729.07767,21779.64611,1.936409694,79.02682927,2.9,3.6,10637346
2010,YR2010,Puerto Rico,PRI,,,-0.413254118,78.91329268,,,3721208
2010,YR2010,Qatar,QAT,1620.913553,70160.15176,16.6,78.09758537,6.7,8.1,1749713
2010,YR2010,Romania,ROM,881.2727515,10715.01876,-1.649025153,73.45853659,11.7,13.6,21438001
2010,YR2010,Russian Federation,RUS,1277.285495,14181.57581,4.503725626,68.80487805,10.3,12.5,142389000
2010,YR2010,Rwanda,RWA,120.4895149,1055.865022,7.218691998,55.05712195,41.5,60.4,10836732
2010,YR2010,Samoa,WSM,274.8425679,3829.717244,0.4,72.30639024,16.2,18.9,186029
2010,YR2010,San Marino,SMR,3177.937557,,,83.15937916,1.7,1.9,30861
2010,YR2010,Sao Tome and Principe,STP,150.6425453,1543.663959,4.511410893,64.34929268,58.3,89.1,178228
2010,YR2010,Saudi Arabia,SAU,914.4141555,20677.3751,4.641909814,73.85041463,8.5,9.9,27258387
2010,YR2010,Senegal,SEN,111.1527289,1668.641901,4.133698456,58.95407317,48,69.1,12950564
2010,YR2010,Serbia,SRB,1176.437557,9602.447539,1.009543034,73.93658537,6.4,7.4,7291436
2010,YR2010,Seychelles,SYC,805.6308708,21067.49279,7.125746353,73.45609756,11.8,13.9,89770
2010,YR2010,Sierra Leone,SLE,171.3011687,996.548259,5.441246559,47.40219512,120.9,188.8,5751976
2010,YR2010,Singapore,SGP,2591.699819,52313.90845,14.78078601,81.54146341,2.1,2.6,5076700
2010,YR2010,Sint Maarten (Dutch part),SXM,,,,,,,37850
2010,YR2010,Slovak Republic,SVK,2096.555492,20120.69302,4.182900159,75.11219512,6.8,8,5430099
2010,YR2010,Slovenia,SVN,2429.437922,25052.85592,1.379539352,79.42195122,2.3,3,2048583
2010,YR2010,Solomon Islands,SLB,199.8343869,2484.107792,7,67.46519512,18.9,22.2,526447
2010,YR2010,Somalia,SOM,,,,50.89553659,108.3,180,9636173
2010,YR2010,South Africa,ZAF,914.5163178,9516.448391,3.086635659,52.0814878,35.5,52.6,49991300
2010,YR2010,South Sudan,SSD,,,4.217332836,,77.8,123.7,9940929
2010,YR2010,Spain,ESP,3057.060314,26900.56041,-0.319829017,81.62682927,3.7,4.5,46070971
2010,YR2010,Sri Lanka,LKA,174.5475805,4600.87303,8.015959406,74.72260976,10.8,12.6,20653000
2010,YR2010,St. Kitts and Nevis,KNA,695.770722,15813.22674,0.229825811,,6.5,8.1,52352
2010,YR2010,St. Lucia,LCA,703.1230857,9963.140551,0.226901424,74.43990244,14,15.8,177397
2010,YR2010,St. Martin (French part),MAF,,,,,,,30235
2010,YR2010,St. Vincent and the Grenadines,VCT,499.441854,9394.960074,-3.352998941,72.11253659,19.3,21.2,109316
2010,YR2010,Sudan,SDN,161.7206902,1775.45668,3.477218623,61.1082439,57.5,87.7,35652002
2010,YR2010,Suriname,SUR,449.2213926,7108.080329,4.139685476,70.33531707,26.3,29.8,524960
2010,YR2010,Swaziland,SWZ,410.6876974,4721.839375,1.866465856,48.34280488,71.4,109.2,1193148
2010,YR2010,Sweden,SWE,3759.624175,34125.34932,6.556845091,81.45121951,2.3,2.9,9378126
2010,YR2010,Switzerland,CHE,5296.713574,39072.10092,3.033701684,82.24634146,4,4.5,7824909
2010,YR2010,Syrian Arab Republic,SYR,174.5238309,4501.736439,3.2,75.70256098,13.7,15.9,21532647
2010,YR2010,Tajikistan,TJK,128.705373,1752.970936,6.5,67.25990244,54.8,66.1,7627326
2010,YR2010,Tanzania,TZA,100.1872252,1288.502362,7.043072344,57.3874878,47.8,72.5,44973330
2010,YR2010,Thailand,THA,330.669036,7987.177538,7.810512395,73.92765854,11,12.8,66402316
2010,YR2010,Timor-Leste,TMP,83.93273005,1296.418954,9.469602202,61.99985366,48.5,57.6,1142502
2010,YR2010,Togo,TGO,73.99521617,862.041038,3.995700241,56.58870732,73.4,111.7,6306014
2010,YR2010,Tonga,TON,226.0379159,4128.022783,2.690242502,72.15065854,13.5,15.7,104098
2010,YR2010,Trinidad and Tobago,TTO,1615.164708,23448.35401,0.211049541,69.755,24.8,28,1328095
2010,YR2010,Tunisia,TUN,543.5166886,8494.592783,3,74.60243902,14.8,17.2,10549100
2010,YR2010,Turkey,TUR,1039.097609,12671.11386,9.156952929,73.69665854,12.5,16.3,72137546
2010,YR2010,Turkmenistan,TKM,218.8058293,7343.650041,9.2,64.8635122,45.7,54,5041995
2010,YR2010,Turks and Caicos Islands,TCA,,,,,,,30993
2010,YR2010,Tuvalu,TUV,383.6807829,,-3.001219238,,25.9,31.1,9827
2010,YR2010,Uganda,UGA,117.0248651,1129.795702,5.861476763,53.61463415,60.4,94.2,33987213
2010,YR2010,Ukraine,UKR,526.7686359,6028.868603,4.2,70.27560976,9.2,10.7,45870700
2010,YR2010,United Arab Emirates,ARE,1562.130246,37687.72274,1.432129773,76.57360976,6,7,8441537
2010,YR2010,United Kingdom,GBR,3433.260435,32809.15094,1.799319905,80.40243902,4.5,5.3,62271177
2010,YR2010,United States,USA,8232.875307,42000.96516,2.379826635,78.54146341,6.5,7.5,309326225
2010,YR2010,Uruguay,URY,1132.463193,12569.08315,8.947159427,76.23682927,9.1,10.8,3371982
2010,YR2010,Uzbekistan,UZB,177.4347169,2753.560421,8.5,68.001,42.3,49.6,28562400
2010,YR2010,Vanuatu,VUT,229.9605721,4004.833368,1.632696617,70.8194878,11.8,13.7,236299
2010,YR2010,"Venezuela, RB",VEN,641.6100519,10893.96819,-1.488791251,74.12731707,13.4,15.6,29043283
2010,YR2010,Vietnam,VNM,215.7706517,2874.913802,6.783424448,74.8282439,18.1,22.6,86932500
2010,YR2010,Virgin Islands (U.S.),VIR,,,,79.18943902,,,106267
2010,YR2010,West Bank and Gaza,WBG,,,,72.64368293,20.2,22.6,3811102
2010,YR2010,"Yemen, Rep.",YEM,154.5709983,2507.409017,7.702307049,65.03046341,58.3,78.5,22763008
2010,YR2010,Zambia,ZMB,91.66958687,1370.47282,7.620163434,48.4554878,55.9,90.4,13216985
2010,YR2010,Zimbabwe,ZWE,,,9.62018498,49.86087805,45.1,72.4,13076978
2009,YR2009,Afghanistan,AFG,37.36227519,1118.189649,21.02064872,47.89885366,76.2,106.7,27708187
2009,YR2009,Albania,ALB,542.0263823,7525.776797,3.3,76.76109756,14.1,15.8,3151185
2009,YR2009,Algeria,DZA,372.4211552,7138.56291,2.4,72.6227561,27.6,32.1,36383302
2009,YR2009,American Samoa,ASM,,,,,,,56245
2009,YR2009,Andorra,ADO,2801.38797,,,,2.9,3.6,78659
2009,YR2009,Angola,AGO,328.1097476,5042.315213,2.412911615,50.25102439,100.1,164.5,18926650
2009,YR2009,Antigua and Barbuda,ATG,888.3956419,19229.91223,-12.03601449,,7.2,8.6,86300
2009,YR2009,Argentina,ARG,1370.067017,,,75.46409756,13.4,15,40023641
2009,YR2009,Armenia,ARM,242.4866763,5000.241763,-14.14998864,73.64553659,17.2,19.2,2968154
2009,YR2009,Aruba,ABW,,,-5.653502086,74.83153659,,,101418
2009,YR2009,Australia,AUS,3605.29403,34359.08932,1.648159449,81.54390244,4.3,4.9,21778800
2009,YR2009,Austria,AUT,4347.918006,34704.6537,-3.782656435,80.08292683,3.6,4.4,8365275
2009,YR2009,Azerbaijan,AZE,544.1134511,8589.563915,9.3,70.31763415,41.9,49.1,8947243
2009,YR2009,"Bahamas, The",BHS,2329.188169,27359.94953,-4.175259175,74.97526829,14,16.2,354492
2009,YR2009,Bahrain,BHR,1006.883485,21631.07304,3.1,74.88978049,8.9,10.4,1191539
2009,YR2009,Bangladesh,BGD,57.68573232,1395.515147,5.741158626,68.32521951,40.5,51.4,149503100
2009,YR2009,Barbados,BRB,1178.655278,17170.52992,-5.300000023,76.41302439,16.9,19.3,279006
2009,YR2009,Belarus,BLR,763.4618153,11590.01457,0.163535159,70.40731707,4.8,6.7,9507000
2009,YR2009,Belgium,BEL,3914.190259,32395.74107,-2.787183653,79.98292683,3.7,4.5,10796493
2009,YR2009,Belize,BLZ,413.8114835,6654.521277,0,75.6185122,15.8,18.4,301016
2009,YR2009,Benin,BEN,69.65212619,1325.888289,2.666515398,55.17341463,71.1,111.7,9240783
2009,YR2009,Bermuda,BMU,,,-5.088806566,79.14617073,,,65636
2009,YR2009,Bhutan,BTN,227.8309024,4584.078348,6.727985683,66.53204878,45.7,59,704542
2009,YR2009,Bolivia,BOL,268.445034,4150.604148,3.35699943,65.96385366,42.4,55.2,9993406
2009,YR2009,Bosnia and Herzegovina,BIH,875.0671513,7225.300461,-2.91,75.25043902,7.1,8.1,3853446
2009,YR2009,Botswana,BWA,630.7431172,12130.59653,-7.87845188,53.01153659,22.4,30.1,1951715
2009,YR2009,Brazil,BRA,909.3911318,9456.43329,-0.32824804,72.75980488,16.2,18.1,193490922
2009,YR2009,Brunei Darussalam,BRN,1515.824837,44862.16257,-1.765371494,77.79792683,5.9,7.6,394400
2009,YR2009,Bulgaria,BGR,991.4075074,11383.15489,-5.5,73.41219512,11.5,13.3,7585131
2009,YR2009,Burkina Faso,BFA,88.3738511,1148.824534,2.965439145,54.46604878,83.6,151.9,15094967
2009,YR2009,Burundi,BDI,51.00530833,473.747941,3.468425427,49.42126829,89,144,8926687
2009,YR2009,Cambodia,KHM,130.75457,1856.590999,0.086696959,62.07219512,41.9,49.7,14144225
2009,YR2009,Cameroon,CMR,116.7981751,1935.053888,1.975153315,50.58292683,81.1,130.8,20103945
2009,YR2009,Canada,CAN,4315.666056,34529.74415,-2.76976818,80.66178049,5,5.7,33726915
2009,YR2009,Cape Verde,CPV,165.1538267,3371.844598,3.7126421,73.58680488,20.1,23.7,485714
2009,YR2009,Cayman Islands,CYM,,,,,,,54275
2009,YR2009,Central African Republic,CAF,27.42265488,706.6757308,1.7,46.88370732,109.3,165.7,4266247
2009,YR2009,Chad,TCD,58.53763033,1168.180902,-1.2,48.88531707,98.5,172.5,11371325
2009,YR2009,Channel Islands,CHI,,,,79.67553659,,,158565
2009,YR2009,Chile,CHL,1166.459033,13784.17886,-1.036431761,78.76270732,7.7,8.9,16991729
2009,YR2009,China,CHN,347.5213494,6206.823728,9.2,73.0565122,14.9,17.3,1331260000
2009,YR2009,Colombia,COL,634.4703775,8240.75883,1.651549245,73.20997561,16.2,18.9,45802561
2009,YR2009,Comoros,COM,42.97661224,1062.877085,1.810218301,60.22907317,61.4,83.4,666097
2009,YR2009,"Congo, Dem. Rep.",ZAR,30.45766545,322.0374131,2.834384468,47.79692683,112.8,172.1,60486276
2009,YR2009,"Congo, Rep.",COG,89.28609281,3547.152835,7.46887803,56.5587561,64.8,100.5,3995146
2009,YR2009,Costa Rica,CRI,1147.276273,10109.96818,-1.01572358,79.06917073,8.8,10.3,4601424
2009,YR2009,Cote d'Ivoire,CIV,110.3248793,1754.873421,3.749993171,54.05590244,83.3,118.8,18601342
2009,YR2009,Croatia,HRV,1515.549158,16103.35356,-6.947204741,76.16829268,4.8,5.6,4429000
2009,YR2009,Cuba,CUB,478.347326,,1.449116763,78.77321951,4.8,6.1,11288826
2009,YR2009,Curacao,CUW,,,,76.15609756,,,141972
2009,YR2009,Cyprus,CYP,2199.917291,25789.88444,-1.666159464,79.19695122,3,3.6,1090553
2009,YR2009,Czech Republic,CZE,2047.657648,23122.18772,-4.507138802,77.07804878,3.6,4.3,10487178
2009,YR2009,Denmark,DNK,4386.172957,32017.72739,-5.666315591,78.59756098,3.5,4.1,5523095
2009,YR2009,Djibouti,DJI,176.4534234,2214.061209,4.999503141,57.14504878,74.2,92.9,821865
2009,YR2009,Dominica,DMA,587.56746,10921.59961,-1.129833455,,11,12.3,70996
2009,YR2009,Dominican Republic,DOM,471.0955347,7817.502221,3.454054459,72.96197561,22.5,26.7,9884265
2009,YR2009,Ecuador,ECU,632.9912121,7594.984457,0.566491592,75.30219512,21,24.5,14756424
2009,YR2009,"Egypt, Arab Rep.",EGY,294.5780916,5570.644056,4.686129558,72.73412195,20.4,24.1,76775023
2009,YR2009,El Salvador,SLV,441.6369454,5906.146662,-3.133046282,71.52060976,15.1,17.6,6183484
2009,YR2009,Equatorial Guinea,GNQ,1806.481119,26805.54378,0.826585695,50.5447561,82.6,123.8,676851
2009,YR2009,Eritrea,ERI,16.96560252,452.9379794,3.87650192,60.55692683,48.8,72.2,5557889
2009,YR2009,Estonia,EST,1385.093755,16199.49935,-14.07221929,74.82439024,3.6,4.7,1340271
2009,YR2009,Ethiopia,ETH,42.13651965,829.0938016,8.802486543,58.11817073,56.5,85.8,84838032
2009,YR2009,Faeroe Islands,FRO,,,,81.13170732,,,49600
2009,YR2009,Fiji,FJI,198.9880686,4202.020983,-1.272367571,69.10202439,14.9,17.4,852479
2009,YR2009,Finland,FIN,3270.857654,30441.54133,-8.538612573,79.7195122,2.5,3.2,5338871
2009,YR2009,France,FRA,3949.032682,29168.36762,-3.147051384,81.06829268,3.5,4.3,64702921
2009,YR2009,French Polynesia,PYF,,,,74.88958537,,,265412
2009,YR2009,Gabon,GAB,526.7617687,12299.33256,-2.9,61.84912195,51.5,69.2,1519155
2009,YR2009,"Gambia, The",GMB,85.37192557,1708.910452,6.449695843,57.83821951,59.2,105.6,1628332
2009,YR2009,Georgia,GEO,487.2114017,4319.016593,-3.775773961,73.14714634,19.9,22.3,4410900
2009,YR2009,Germany,DEU,4226.977052,32175.88586,-5.127020785,79.83658537,3.5,4.2,81902307
2009,YR2009,Ghana,GHA,76.42358935,1409.316455,3.991472576,63.38817073,53.7,81,23691533
2009,YR2009,Greece,GRC,3276.437634,25302.04002,-3.135630692,80.18780488,4,4.7,11282760
2009,YR2009,Greenland,GRL,,,-5.411986294,,,,56323
2009,YR2009,Grenada,GRD,673.4128882,9457.450988,-6.659383915,75.49234146,10.8,13.3,104296
2009,YR2009,Guam,GUM,,,,75.81678049,,,158621
2009,YR2009,Guatemala,GTM,331.5309883,4294.432015,0.526037754,70.58463415,26.1,33.1,13988988
2009,YR2009,Guinea,GIN,68.96597998,904.4044781,-0.280192286,53.16992683,83.1,133.3,10593248
2009,YR2009,Guinea-Bissau,GNB,69.70417732,1040.899527,1.119169577,47.3132439,100.1,164.5,1550905
2009,YR2009,Guyana,GUY,210.3047865,2586.469361,3.31862417,69.19787805,31.2,38.3,781055
2009,YR2009,Haiti,HTI,75.3371792,1073.76418,2.877697842,61.43468293,55.9,74.8,9765153
2009,YR2009,Honduras,HND,348.6623935,3483.662359,-2.129764075,72.532,19.8,23.3,7469844
2009,YR2009,"Hong Kong SAR, China",HKG,,40418.15562,-2.459104712,82.77560976,,,6972800
2009,YR2009,Hungary,HUN,1559.45363,16709.77564,-6.798624513,73.90487805,6,6.9,10022650
2009,YR2009,Iceland,ISL,3537.876653,34104.81158,-6.565346267,81.75121951,1.8,2.7,318499
2009,YR2009,India,IND,121.78947,2860.550527,8.479783897,64.77856098,50,65.5,1190138069
2009,YR2009,Indonesia,IDN,115.978315,3695.170428,4.628874078,68.47097561,26.8,34.8,237486894
2009,YR2009,"Iran, Islamic Rep.",IRN,734.9332802,10404.5406,1.8,72.49207317,22.9,27.3,73542954
2009,YR2009,Iraq,IRQ,347.42099,3171.250985,5.80896656,68.0915122,31.6,38.9,30163199
2009,YR2009,Ireland,IRL,3752.808632,37230.14574,-5.456363168,79.88780488,3.6,4.3,4458942
2009,YR2009,Isle of Man,IMY,,,,,,,83293
2009,YR2009,Israel,ISR,1955.268659,25250.15386,0.837068709,81.40487805,3.8,4.7,7485600
2009,YR2009,Italy,ITA,3055.836183,26729.15091,-5.494407315,81.38536585,3.4,4,60192698
2009,YR2009,Jamaica,JAM,381.813846,,-3.5,72.59465854,16.8,19.6,2695600
2009,YR2009,Japan,JPN,3038.757548,29625.39008,-5.526976489,82.93146341,2.4,3.3,127557958
2009,YR2009,Jordan,JOR,539.1783875,5245.625616,5.48344534,73.15095122,18.9,21.8,5915000
2009,YR2009,Kazakhstan,KAZ,514.9151676,10318.29707,1.2,68.42926829,26.5,30.1,16093481
2009,YR2009,Kenya,KEN,73.10366864,1428.774782,2.735212509,55.83936585,51.9,79.4,39824734
2009,YR2009,Kiribati,KIR,294.6799624,2099.014961,-2.34965947,,39.5,50,96272
2009,YR2009,"Korea, Dem. Rep.",PRK,,,,68.43239024,26.4,33.3,24371865
2009,YR2009,"Korea, Rep.",KOR,1863.929282,25299.18491,0.319499625,80.29731707,4.2,4.9,49182000
2009,YR2009,Kosovo,KSV,,,2.9,69.64878049,,,1761474
2009,YR2009,Kuwait,KWT,1671.28012,42363.36919,-5.15,74.48756098,9.5,11.2,2850102
2009,YR2009,Kyrgyz Republic,KGZ,156.8900575,2060.403444,2.886294568,69.10243902,29.2,33.3,5383300
2009,YR2009,Lao PDR,LAO,85.64995283,2108.065109,7.501774913,66.6515122,37.4,47,6267968
